,stop_route_id,average_boardings
392,60295 66,36.2716
2451,10393 19,36.185700000000004
3984,10790 33,36.057100000000005
1517,10758 17,36.0571
2079,10630 15,36.0429
2315,30254 17,36.0286
751,30177 38,35.9716
3553,20092 14,35.9572
570,30296 16,35.957100000000004
5773,60475 18,35.9144
1156,10207 20,35.9143
2440,60240 47,35.9142
1583,10665 66,35.885799999999996
1347,60075 671,35.8571
657,10392 19,35.857
1170,40262 47,35.6999
2745,40077 47,35.6429
556,40212 45,35.6428
6055,10542 10,35.6143
5403,50486 16,35.5571
5662,60679 671,35.4859
5172,10722 12,35.4428
190,10736 12,35.4286
5080,50528 55,35.4286
4827,40241 43,35.4143
6784,61255 BLUE,35.414199999999994
7951,40524 77,35.3857
3146,10431 29,35.3714
2454,30500 33,35.3285
1186,40892 44,35.2999
1051,10600 60,35.2858
2528,30414 18,35.2858
8513,10875 36,35.2858
10880,61207 690,35.2857
8043,40372 11,35.2714
1078,60286 78,35.214299999999994
6322,30581 77,35.143
5852,10875 23,35.1428
7885,10617 20,35.1285
6066,10579 24,35.085699999999996
10743,40421 40,35.0714
6213,10815 20,34.9859
3653,10800 24,34.985699999999994
1144,10618 20,34.9856
5865,40170 47,34.971500000000006
9183,10492 36,34.9286
6125,30625 77,34.9
5094,10474 15,34.8001
7979,10471 15,34.800000000000004
5011,40472 44,34.643
733,30197 16,34.642700000000005
5434,20200 21,34.6285
107,10574 11,34.5428
5190,10444 23,34.4999
3195,50812 55,34.4857
4874,10526 14,34.457100000000004
152,10618 45,34.4427
1826,61257 74,34.4
10,30245 15,34.3144
9525,10576 24,34.2857
4384,30811 77,34.2429
6961,60137 693,34.214299999999994
3506,10541 55,34.2001
4275,61243 672,34.1713
4111,60034 91,34.1428
1320,40595 11,34.0859
5567,61249 672,34.0857
4259,30587 33,34.0715
173,30044 18,34.0001
1836,20192 24,33.999900000000004
4678,61251 672,33.9857
3454,60123 60,33.928599999999996
259,50053 75,33.8999
8824,20254 11,33.871500000000005
3787,10631 44,33.8286
3107,10387 19,33.7856
1596,60243 47,33.743
4938,30010 18,33.7143
4723,10186 60,33.7141
4429,10276 71,33.7
1577,30158 38,33.6572
5236,10113 20,33.6285
7095,40523 77,33.6142
8001,30439 36,33.5714
6797,10609 77,33.5572
5482,40459 45,33.4715
3431,20256 11,33.4428
1002,30439 33,33.4286
6105,10759 38,33.4
2903,30721 17,33.3715
2205,40424 11,33.357200000000006
1118,40693 11,33.3286
4230,30733 16,33.2714
4105,30083 18,33.2571
1025,30363 18,33.2
8455,50633 16,33.1571
2787,30086 20,33.1571
1225,10773 17,33.142900000000004
2027,40434 11,33.1287
5049,60522 66,33.1285
4913,50710 14,33.1143
4565,10633 18,33.1143
7460,20205 21,33.0999
2758,10614 BLUE,33.0714
1261,60133 676,33.0572
3424,60155 60,33.0571
4968,10001 16,33.0287
3433,10585 17,33.0143
7099,10591 23,33.0
8108,10715 11,33.0
3086,40337 47,32.9714
1199,10633 47,32.9572
274,50254 19,32.9571
1980,60172 676,32.9142
6971,10131 11,32.9141
1909,30118 16,32.9
3924,60528 66,32.828500000000005
2776,60155 47,32.8145
6983,60825 74,32.7857
6516,50554 14,32.7715
404,30589 77,32.7001
2890,60758 91,32.6858
4588,10719 24,32.642900000000004
3947,10281 12,32.6286
1141,11034 47,32.6284
1692,60404 66,32.6144
5902,20168 24,32.6001
1279,60316 18,32.5858
1485,10390 19,32.5856
1814,10448 29,32.5286
4300,20470 83,32.5
1426,50497 14,32.4999
3150,30590 77,32.4857
3633,40694 44,32.4715
1291,20145 15,32.443
6490,40034 47,32.3714
8138,10424 23,32.3571
977,40746 11,32.3571
2215,20291 11,32.2858
3007,10592 23,32.214200000000005
4150,30472 15,32.199999999999996
2767,40294 77,32.185700000000004
3867,30772 77,32.1715
3689,60153 47,32.157000000000004
3819,60068 671,32.1428
5301,20149 77,32.1286
1896,50286 14,32.1142
3468,50269 14,32.085499999999996
3450,10757 38,32.0715
5750,60139 47,32.0572
1853,20227 21,32.0286
6850,30092 15,31.9715
2967,60577 79,31.9571
2249,50600 55,31.8714
3534,10704 32,31.857100000000003
7452,60706 74,31.828699999999998
2592,30387 77,31.8143
3067,10006 16,31.7428
5089,40507 90,31.728499999999997
90,60117 BLUE,31.714299999999998
6573,40893 44,31.6143
479,40420 77,31.585900000000002
4338,30126 77,31.5858
260,50053 19,31.5572
6016,30476 71,31.5285
1405,10461 15,31.4859
861,50074 19,31.4856
4553,40207 77,31.471600000000002
1634,10093 36,31.4285
2438,30096 20,31.3999
3837,10666 66,31.3712
574,50465 16,31.357100000000003
2830,30841 33,31.343
5920,60299 66,31.3
5573,10815 29,31.2858
7725,10740 12,31.285600000000002
5795,10580 21,31.2571
8856,10541 28,31.2143
7720,50060 19,31.1571
7062,30496 33,31.1429
9324,61205 690,31.1429
3439,20418 11,31.1428
2733,60257 29,31.142699999999998
1876,62035 671,31.0715
2964,60253 36,31.0714
7712,60239 60,31.071399999999997
5228,30263 17,31.0573
2693,60402 66,30.971400000000003
2197,30810 77,30.9429
2647,20305 83,30.9286
4095,10185 60,30.8715
1630,40433 11,30.8143
3986,10600 18,30.7857
647,30312 71,30.757
2138,40518 20,30.7286
902,30519 15,30.7285
8394,10638 54,30.7143
3081,50550 55,30.6999
5446,30671 77,30.6715
2882,50255 19,30.6714
567,10076 60,30.6571
334,10752 38,30.628600000000002
104,10557 11,30.6142
1963,10429 29,30.5857
3838,10070 60,30.557199999999998
2057,10313 26,30.528399999999998
1816,10783 66,30.5143
3859,50533 55,30.5
5030,10087 95,30.4999
5078,20291 21,30.471500000000002
1460,60720 18,30.4143
980,10281 71,30.3428
3563,20255 21,30.3287
1008,10523 14,30.3285
431,10755 17,30.3144
1487,40179 47,30.3001
708,10571 11,30.2857
6557,40097 47,30.2716
1783,50590 14,30.2286
3807,50924 16,30.2286
1585,10881 95,30.2143
4324,10075 60,30.214199999999998
1877,40681 11,30.1999
7344,10369 77,30.1571
4198,10389 19,30.1
6355,10650 60,30.085800000000003
7999,30087 18,30.0857
6386,50622 75,30.0856
2201,10481 15,30.0573
484,50523 55,30.0572
947,30372 17,30.014300000000002
3133,61273 676,29.971600000000002
8146,10630 47,29.9714
6580,30633 77,29.9428
2410,61225 676,29.8857
2111,10628 20,29.8714
3825,20262 11,29.8714
2415,10157 66,29.8571
808,30412 18,29.8286
35,10158 19,29.8285
8028,30027 77,29.8285
38,50275 14,29.8142
7250,10581 21,29.8142
4551,60287 78,29.757
1645,30712 16,29.7428
1047,50615 55,29.7288
7529,40870 44,29.714199999999998
2483,30915 71,29.6857
1037,10158 14,29.6714
127,10194 29,29.6572
8708,40483 43,29.6571
51,10205 10,29.5715
10035,10628 32,29.5715
9222,10573 22,29.5714
1918,10703 18,29.5713
3396,10819 17,29.5572
4899,61020 662,29.557000000000002
1823,40092 47,29.5284
5189,20183 24,29.5143
3141,10729 33,29.4571
2304,20175 24,29.4428
891,10279 71,29.4143
5309,30789 77,29.399900000000002
1297,40479 20,29.314400000000003
168,50486 676,29.3144
6532,30612 17,29.2714
7744,10371 77,29.2
6368,50073 75,29.1859
7715,20283 21,29.1572
7580,61137 662,29.157
8859,10087 36,29.1429
3357,10521 14,29.1144
4008,30097 15,29.0999
3750,20160 24,28.9999
3808,50543 55,28.9715
1917,30661 77,28.9571
220,60376 18,28.9569
3483,10633 16,28.943
7903,10407 28,28.9286
6429,30438 33,28.9285
2284,10753 17,28.8858
3879,10566 11,28.8857
4050,30196 16,28.8712
1711,40260 45,28.8571
1276,30436 71,28.828699999999998
6842,40423 90,28.828500000000002
6873,50257 19,28.828500000000002
3036,40042 47,28.814300000000003
3410,30088 20,28.785800000000002
7422,10561 25,28.7857
1834,30236 17,28.7572
7510,50480 16,28.7572
2856,20171 24,28.7428
8976,20264 22,28.7143
6320,50414 55,28.7143
8703,60319 18,28.6429
91,60117 60,28.6285
1026,50510 55,28.6143
685,30669 16,28.6143
4284,50162 43,28.5856
4315,60297 66,28.5713
3148,40113 47,28.5571
4433,60108 47,28.5285
96,10611 33,28.4857
6496,10306 26,28.485699999999998
3664,30056 18,28.4431
10639,10582 59,28.4286
8212,30043 32,28.428599999999996
3594,50270 14,28.4143
337,50106 75,28.3857
3207,10781 66,28.3714
5394,20400 11,28.3714
5642,60486 79,28.357100000000003
854,10149 18,28.357
2751,40392 77,28.3001
5746,30626 36,28.2857
6376,30504 77,28.2856
9483,20252 21,28.2572
1371,50283 14,28.2144
1031,10211 17,28.2001
5665,60423 74,28.2
6178,60425 662,28.2
4179,61009 74,28.143
3371,30598 33,28.1428
354,40182 47,28.128600000000002
3461,10207 10,28.1286
4173,10577 24,28.1286
3113,62037 671,28.128500000000003
3498,30085 20,28.1285
4992,40800 47,28.1
862,40891 44,28.0857
672,40408 11,28.0571
5267,50139 19,27.985699999999998
1255,10785 66,27.971500000000002
139,30687 16,27.9429
4180,30543 16,27.885900000000003
2829,10633 15,27.857
916,10457 15,27.8286
2148,10478 15,27.7999
6263,61005 650,27.785800000000002
5914,20275 21,27.7858
10738,40549 40,27.7857
2706,30289 15,27.7429
6805,10629 40,27.7143
2731,10840 18,27.6858
1691,10395 19,27.6856
9981,30786 31,27.6429
2656,10724 12,27.642799999999998
1167,10202 17,27.642699999999998
6492,60237 60,27.6285
1257,10490 19,27.6143
4495,10582 21,27.6
3476,61164 676,27.599899999999998
6934,61277 642,27.5284
8012,30232 17,27.5143
7429,40393 11,27.500200000000003
2606,20173 24,27.4714
1341,60296 66,27.4429
1233,10594 20,27.442800000000002
1009,40670 77,27.4286
2099,50483 676,27.400199999999998
4804,40430 11,27.357100000000003
8849,10615 32,27.3571
5939,50628 14,27.3431
1676,40555 11,27.3428
16,10786 66,27.3
2885,60596 79,27.2285
3836,60340 20,27.228499999999997
1469,60125 60,27.1428
5526,10365 77,27.1143
1995,10556 11,27.114199999999997
869,10712 11,27.0713
4254,60153 60,27.071299999999997
7494,60242 60,27.057100000000002
4634,40475 20,27.057000000000002
3018,60990 78,27.028599999999997
8495,40903 48,27.0
2653,40046 47,26.9715
6825,10550 11,26.9571
3060,50631 14,26.9141
6760,60302 78,26.8859
958,40904 44,26.8714
5079,40128 47,26.8712
1348,60075 672,26.857100000000003
715,30321 16,26.8571
2870,10616 20,26.8427
4640,10504 14,26.8285
4441,30599 77,26.8143
10416,20272 22,26.7857
1245,10638 20,26.7857
2425,20100 14,26.7856
1247,11033 47,26.7573
154,50269 55,26.742900000000002
6377,20193 24,26.742800000000003
4800,10297 19,26.714399999999998
4988,30601 17,26.714399999999998
2069,10436 29,26.7001
3546,40007 47,26.6
5433,10583 40,26.5714
2999,20038 19,26.5572
8374,30363 77,26.5572
7440,30741 16,26.557000000000002
2405,10162 11,26.5428
6657,50283 55,26.5428
2489,10671 66,26.5285
7624,30009 18,26.528499999999998
7431,40233 44,26.5142
7892,10581 59,26.5
4568,10651 66,26.4999
3196,10772 17,26.4714
2190,50270 55,26.4286
9799,10429 36,26.4286
528,10765 17,26.357100000000003
2267,40016 47,26.357
3870,60441 78,26.3141
371,40458 45,26.3
3182,60897 662,26.3
200,40880 90,26.2285
4148,10239 12,26.2142
7850,30281 15,26.2001
1082,60259 47,26.2
3403,30378 17,26.1998
3959,40271 44,26.1859
2690,60217 78,26.171400000000002
6035,30055 18,26.1429
6993,10411 19,26.0714
2704,50598 16,26.0286
9104,10583 41,26.0
5631,10284 12,25.9857
5690,50110 19,25.9857
7229,10558 11,25.9142
8945,30028 77,25.9
3249,50496 14,25.8999
5974,40416 77,25.8857
4136,30875 77,25.8857
2777,40432 11,25.857300000000002
53,20246 24,25.8
8854,10637 28,25.7857
5712,30094 20,25.7857
1313,10266 12,25.7714
1504,10696 15,25.757
426,60041 662,25.7287
599,50379 676,25.714299999999998
2754,40467 45,25.7001
3189,60973 649,25.700000000000003
4904,40206 77,25.7
3943,50110 16,25.671400000000002
3338,60039 662,25.6571
5396,10658 26,25.6285
4265,30643 77,25.6
3268,10095 29,25.599999999999998
5001,50617 676,25.5714
194,60433 642,25.5713
5430,40769 44,25.5429
311,50085 19,25.5142
353,50312 75,25.4858
4258,10685 43,25.4715
7843,20277 21,25.4573
6146,60185 676,25.4428
1217,10541 10,25.4428
535,10206 29,25.4142
3654,10434 29,25.3999
2002,10839 38,25.3714
903,61138 662,25.3573
8155,10669 65,25.357200000000002
8273,10581 54,25.357200000000002
2184,60435 74,25.357100000000003
2546,10687 43,25.3286
1796,61025 671,25.3143
4321,10413 19,25.2998
7398,10132 49,25.2857
5141,10206 20,25.1572
1492,40322 47,25.099999999999998
6477,61245 672,25.0857
5742,20290 21,25.085699999999996
2845,30241 17,25.0716
2842,61215 662,25.0713
1063,60259 60,25.014300000000002
3168,40371 11,25.0001
3524,10668 66,24.942899999999998
6454,10758 38,24.8999
1536,40120 47,24.8287
4355,50588 14,24.8141
1776,30487 33,24.799899999999997
5061,50558 14,24.743
5372,10625 55,24.7429
2936,30337 33,24.7428
3933,40204 77,24.7428
5498,50303 16,24.7286
5156,61022 671,24.6999
6950,10834 20,24.685699999999997
3053,10910 16,24.6856
1246,10619 BLUE,24.643
1147,20269 11,24.643
1073,60534 66,24.600199999999997
1812,30266 17,24.5857
1709,30089 18,24.5857
5959,60384 78,24.5856
5908,10634 20,24.5715
726,30074 18,24.5715
8130,10205 36,24.571499999999997
4219,10806 20,24.5714
4866,60188 662,24.571399999999997
19,60112 47,24.557
4795,20221 21,24.5429
4325,10672 66,24.5428
2854,10636 20,24.5285
5987,50310 16,24.514300000000002
6217,50281 14,24.5143
2859,61177 671,24.514200000000002
1742,50516 55,24.4999
3813,30113 45,24.4857
4971,20222 21,24.485699999999998
2348,60306 78,24.485599999999998
3967,10324 71,24.4573
5310,60094 91,24.442899999999998
805,50042 19,24.4143
546,10268 12,24.400000000000002
5626,30413 18,24.3857
5344,40775 45,24.3714
6049,10247 12,24.371399999999998
2541,10302 33,24.3571
9107,40421 41,24.3571
2992,40410 11,24.343
2986,30207 77,24.3428
182,50070 75,24.3285
1133,10714 11,24.3142
3327,50526 55,24.2999
8011,10670 65,24.285700000000002
5729,60103 78,24.2428
1131,40786 92,24.2143
3274,61155 676,24.1855
6536,60298 66,24.1714
7914,20372 21,24.1285
8037,30589 17,24.085700000000003
6177,30163 15,24.0715
4860,10366 77,24.0715
3766,30365 77,24.057000000000002
2172,30632 33,24.057
814,60406 66,24.0428
7764,30490 33,24.0287
4063,40388 11,24.0001
153,10632 44,23.9572
8813,10431 36,23.9285
5075,40465 45,23.871299999999998
8943,10541 67,23.8572
4584,60116 60,23.8571
2860,61007 74,23.8
10071,50595 16,23.8
3643,40343 44,23.7858
2413,10201 17,23.7716
4541,20158 24,23.7715
1623,40644 11,23.757199999999997
2143,40345 44,23.742900000000002
1289,30117 16,23.7286
7428,10629 41,23.7143
3401,10840 16,23.714299999999998
3523,10719 22,23.714299999999998
2508,40230 47,23.6999
3499,30085 18,23.6859
7438,20030 19,23.6858
3375,10324 19,23.6856
4027,10542 55,23.6714
7148,30424 71,23.6284
6596,40392 11,23.6143
3690,11051 47,23.6
5708,60521 66,23.6
837,40222 77,23.5714
5983,40296 44,23.571399999999997
4523,10111 36,23.571399999999997
2354,20144 15,23.5428
1810,30166 38,23.5286
1807,20281 21,23.5286
5332,10109 29,23.5142
7059,30381 17,23.4571
6930,20399 24,23.4285
4907,30403 77,23.3714
9685,10583 59,23.3571
4809,30098 11,23.343
3747,10770 19,23.3428
3201,40690 77,23.3286
1786,40111 47,23.3142
3391,10703 44,23.3141
2339,20077 20,23.3
665,10649 60,23.299899999999997
3232,40291 44,23.2715
4380,62041 672,23.2572
3222,50258 19,23.2571
530,60157 672,23.2429
3570,30180 17,23.2286
394,10551 11,23.2286
1250,50296 14,23.214299999999998
6260,30278 16,23.2142
1498,40269 44,23.1857
589,30150 38,23.1572
6767,50046 75,23.1571
1280,40309 44,23.1144
6623,20398 24,23.099999999999998
4019,40426 11,23.0856
6158,40203 77,23.0715
3192,30206 17,23.0715
5188,50136 19,23.043
4016,50572 14,23.0428
6371,40219 77,23.0001
2147,10432 23,23.0
6171,30879 17,23.0
7455,10789 36,23.0
1481,40422 11,22.9573
10464,10134 49,22.9286
2819,60063 91,22.928500000000003
202,30220 17,22.9
268,10616 45,22.8856
6553,20330 24,22.8143
2899,61190 671,22.8
8175,40312 43,22.7858
4583,60079 671,22.7714
6157,10311 26,22.7714
3892,30395 71,22.7572
2301,10286 19,22.7429
8696,30172 38,22.7285
3682,40771 47,22.728499999999997
9556,60522 S426,22.7143
4156,10580 59,22.7143
5012,10512 14,22.714299999999998
962,30604 33,22.685799999999997
2778,60883 74,22.6857
5162,20285 11,22.685699999999997
1211,10877 45,22.6712
5740,10870 17,22.643
5400,10612 35,22.6429
3161,60237 47,22.6
6752,40291 77,22.585700000000003
1730,40473 43,22.5857
3172,30096 45,22.5714
2332,10285 12,22.571399999999997
4160,20032 77,22.5571
1950,60074 672,22.528699999999997
5515,50685 14,22.5142
7616,10101 36,22.5
137,40418 77,22.5
7773,20156 83,22.5
10409,10629 46,22.5
4011,60111 47,22.4859
3929,30139 18,22.485500000000002
461,50488 16,22.4713
5217,60062 662,22.442700000000002
8480,10582 41,22.4286
577,40095 47,22.4284
3632,30305 71,22.4142
5849,10286 71,22.399900000000002
8336,20006 77,22.3572
5766,10581 38,22.357100000000003
7007,10582 54,22.3571
3977,30094 45,22.3429
163,61021 671,22.3429
2796,10639 19,22.285700000000002
747,40385 90,22.285600000000002
4061,10589 66,22.2429
6258,40335 45,22.2286
5528,10751 38,22.2145
3231,40308 90,22.1999
3185,50684 14,22.1999
6292,61124 642,22.1856
4417,10780 66,22.1712
8706,10545 67,22.142899999999997
7182,30526 16,22.142799999999998
712,50289 14,22.1287
2158,30199 77,22.1142
1805,60877 79,22.1
43,60244 47,22.0715
6264,10112 20,22.0285
3514,10541 25,22.0
568,30437 71,21.9999
1900,50731 14,21.9572
807,20286 21,21.9428
7263,10432 36,21.9286
2848,60156 60,21.914299999999997
5146,50170 43,21.9142
6222,10553 11,21.8999
1130,50604 16,21.8857
8164,50567 14,21.8429
3290,10270 71,21.8427
1324,60370 18,21.8286
4515,20179 24,21.7999
4954,60111 78,21.7857
3612,30897 17,21.757199999999997
7865,40464 45,21.742900000000002
2461,10667 66,21.7287
3177,10631 20,21.7286
5763,20001 24,21.7286
1375,61233 676,21.7285
5020,30083 15,21.7143
3010,40420 90,21.7
2003,10839 33,21.6999
4615,10250 12,21.6857
1488,40295 77,21.6572
7214,30689 77,21.6571
2430,30084 20,21.6428
2022,50271 14,21.642799999999998
121,50268 55,21.6144
3651,40437 20,21.6143
1335,50531 55,21.614199999999997
8215,30913 20,21.5715
5384,30893 32,21.5714
2775,10627 45,21.5144
3330,50728 16,21.5001
5699,30662 77,21.5
2533,20125 24,21.5
945,30129 38,21.4431
3980,10582 40,21.4286
1514,30032 18,21.4144
5709,30363 17,21.3998
4999,10386 20,21.385800000000003
4393,30564 15,21.3714
1599,40340 45,21.3572
3156,60242 47,21.328500000000002
324,60374 18,21.3143
3019,60573 66,21.2858
3024,30148 38,21.2857
5059,10275 71,21.2715
6655,10115 20,21.2714
6024,30836 33,21.2428
475,50047 75,21.2428
2291,30417 18,21.2287
6614,10460 15,21.2286
9119,10233 12,21.2286
2481,30415 71,21.1859
5930,60663 79,21.1858
1425,30717 77,21.1857
2039,60139 75,21.1715
913,60108 75,21.1715
5702,10844 49,21.1429
4769,50992 50,21.1429
5447,30671 16,21.142699999999998
4164,50442 14,21.1285
5362,40846 47,21.114199999999997
3344,50630 14,21.085700000000003
101,61119 60,21.0715
6995,60477 79,21.0144
6827,20268 11,21.000100000000003
4851,61005 641,21.0
9866,10562 67,21.0
4652,50298 54,20.9286
2129,40421 90,20.9285
3346,30276 16,20.9142
3390,60130 60,20.8714
4713,50705 14,20.8571
2317,30399 18,20.8285
3532,20200 11,20.8143
9809,10562 22,20.7857
462,50488 55,20.7144
3464,10618 32,20.714299999999998
1046,60247 47,20.685699999999997
1311,10514 14,20.6716
5921,30393 18,20.6571
4131,30252 17,20.6428
1687,61262 74,20.6428
5582,60759 91,20.6287
1427,50284 55,20.6286
1930,10703 17,20.628500000000003
2875,20200 66,20.6285
4489,60383 78,20.6144
9550,10583 50,20.5714
8288,10545 25,20.5714
2779,40373 11,20.5428
6794,50199 10,20.5287
144,10639 55,20.514300000000002
223,50617 16,20.5
2051,20020 77,20.5
24,10309 26,20.4857
5208,10631 45,20.485599999999998
2924,30047 18,20.4571
4621,10549 22,20.4286
2078,40300 44,20.4285
6408,10144 18,20.4142
4170,60746 91,20.4141
3458,10548 22,20.357200000000002
5965,30952 33,20.3571
5553,10722 23,20.3571
2024,10870 23,20.3571
4780,60243 649,20.3143
761,40687 44,20.314200000000003
3782,40808 11,20.3
5158,10125 18,20.299999999999997
2396,50222 10,20.2714
3799,50611 14,20.2714
954,60077 671,20.2713
2547,30202 17,20.2572
7757,50298 S408,20.2143
3823,40784 90,20.2143
6331,30363 38,20.214100000000002
4843,30089 15,20.2
6722,60182 676,20.1999
6687,40049 47,20.1998
2181,10470 15,20.1714
5120,50175 43,20.1714
3963,10775 17,20.157200000000003
253,10583 21,20.1572
3630,10596 60,20.1429
1368,50498 14,20.1285
1544,20009 77,20.1
1330,50294 14,20.099999999999998
6085,10581 41,20.0714
1188,60139 78,20.0713
3814,40555 90,20.0287
4021,10565 24,20.0144
600,60290 65,20.0
9971,10533 34,20.0
3369,30239 17,19.9999
6395,40889 44,19.9715
4546,60249 47,19.9141
4194,50488 676,19.9
312,10510 14,19.8859
6094,60079 672,19.8858
669,20127 24,19.857200000000002
177,40209 43,19.857
1779,30300 71,19.857
5986,60108 78,19.8428
6524,30250 17,19.828799999999998
37,50275 55,19.8287
7054,30467 71,19.8144
14,10790 38,19.8143
2294,10497 14,19.8142
1398,10878 20,19.7857
5134,40767 44,19.7857
5977,61201 642,19.7856
1270,10583 38,19.7715
8385,10632 45,19.7143
2070,10436 23,19.7143
